StreetAddressID	Year	UnImprovedValue	YearlyGrowthRation
209366	2009-2010	0.0	0.0
209366	2010-2011	0.0	0.0
209366	2011-2012	0.0	0.0
209366	2012-2013	0.0	0.0
209366	2013-2014	0.0	0.0
209366	2014-2015	0.0	0.0
209366	2015-2016	0.0	0.0
209366	2016-2017	0.0	0.0
209366	2017-2018	253000.0	0.0
209366	2018-2019	308000.0	21.73913043478261
209366	2019-2020	324000.0	5.194805194805195
209367	2009-2010	0.0	0.0
209367	2010-2011	0.0	0.0
209367	2011-2012	0.0	0.0
209367	2012-2013	0.0	0.0
209367	2013-2014	0.0	0.0
209367	2014-2015	0.0	0.0
209367	2015-2016	0.0	0.0
209367	2016-2017	0.0	0.0
209367	2017-2018	280000.0	0.0
209367	2018-2019	322000.0	15.0
209367	2019-2020	339000.0	5.279503105590062
209368	2009-2010	0.0	0.0
209368	2010-2011	0.0	0.0
209368	2011-2012	0.0	0.0
209368	2012-2013	0.0	0.0
209368	2013-2014	0.0	0.0
209368	2014-2015	0.0	0.0
209368	2015-2016	0.0	0.0
209368	2016-2017	0.0	0.0
209368	2017-2018	253000.0	0.0
209368	2018-2019	305000.0	20.55335968379447
209368	2019-2020	321000.0	5.245901639344262
209369	2009-2010	0.0	0.0
209369	2010-2011	0.0	0.0
209369	2011-2012	0.0	0.0
209369	2012-2013	0.0	0.0
209369	2013-2014	0.0	0.0
209369	2014-2015	0.0	0.0
209369	2015-2016	0.0	0.0
209369	2016-2017	0.0	0.0
209369	2017-2018	280000.0	0.0
209369	2018-2019	322000.0	15.0
209369	2019-2020	339000.0	5.279503105590062
209370	2009-2010	0.0	0.0
209370	2010-2011	0.0	0.0
209370	2011-2012	0.0	0.0
209370	2012-2013	0.0	0.0
209370	2013-2014	0.0	0.0
209370	2014-2015	0.0	0.0
209370	2015-2016	0.0	0.0
209370	2016-2017	0.0	0.0
209370	2017-2018	253000.0	0.0
209370	2018-2019	308000.0	21.73913043478261
209370	2019-2020	324000.0	5.194805194805195
209372	2009-2010	0.0	0.0
209372	2010-2011	0.0	0.0
209372	2011-2012	0.0	0.0
209372	2012-2013	0.0	0.0
209372	2013-2014	0.0	0.0
209372	2014-2015	0.0	0.0
209372	2015-2016	0.0	0.0
209372	2016-2017	0.0	0.0
209372	2017-2018	253000.0	0.0
209372	2018-2019	308000.0	21.73913043478261
209372	2019-2020	324000.0	5.194805194805195
209374	2009-2010	0.0	0.0
209374	2010-2011	0.0	0.0
209374	2011-2012	0.0	0.0
209374	2012-2013	0.0	0.0
