StreetAddressID	DomainPropertyId	LastSalePrice	LastSaleDate	LastRentalAgency	LastRentalPrice	LastRentalYear	RentDaysOnMarket	isPotentialInvestment	isPropertyInBuilding	lotNumber	planNumber	parking	propertyCategory	propertyType	bathrooms	bedrooms	BlockSize
170434	WF-8701-UL	404000	2017-11-30					False	False	23	166		Unit	Unit			
170435	OG-8415-UO	115000	1998-11-20					False	False	6	167		House	House			
170436	FK-9897-QX	178000	1994-05-24					False	False	17	168		House	House			1012
170437	MC-5345-VZ	487000	2018-11-09					False	False	1	167	1	House	House	1	3	776
170438	PB-4206-II							False	False				House	House			
170439	PY-1551-XY	48500	1992-03-20					False	False	24	166		Land	Land			910
170440	MD-5781-AW	52500	1991-12-09					False	False	55	160		Land	Land			
170441	IA-6720-QT	404000	2017-12-04	Hodgkinson Real Estate 	380	2016	311	False	False			2	House	House	2	4	
170442	LE-6315-TS			Hodgkinson Real Estate 	330	2008		False	False			0	House	House	1	3	
170443	WI-8578-XY							False	False				Unit	Unit			
170444	HQ-6108-UU							False	False			2	House	House	1	3	902
170445	WP-2157-WK	460000	2016-11-25	Colin McIntyre Property - Chisholm	460	2011		False	False	56	160	2	House	House	1	3	849
170446	WL-2578-ON	310000	2006-09-14					False	False	22	166		House	House		3	782
170447	YG-5832-EB	48500	1992-07-16					False	False	57	160		Land	Land			828
170448	EA-6735-OO							False	False				House	House			
170449	WL-2602-UP	319950	2003-12-05					False	False	21	166		House	House		3	782
170450	WE-2298-CI	192500	2009-07-07					False	False	46	160	2	House	House	2	3	782
170451	WL-2371-RJ	445000	2013-07-05					False	False	14	166	1	House	House	2	3	848
170452	SI-5572-SC	500000	2018-02-17	McIntyre Property	580	2019	34	True	False	47	160	1	House	House	2	4	
170453	YB-0647-AR	455000	2015-09-25					False	False	13	166	4	House	House	1	3	749
170454	WR-1212-HQ	150280	1999-01-08					False	False	48	160		House	House			898
170455	WQ-4783-NX	400000	2009-12-17					False	False	12	166		House	House			861
170456	TH-4742-VX	46900	1991-11-22					False	False	5	167		House	House			
170457	WS-3850-PG	296000	2005-10-13					False	False	49	160		House	House			1176
170458	QX-4837-DY							False	False				House	House		4	
170459	SI-3334-EP	430000	2015-12-23					False	False	50	160	2	House	House	1	3	949
